filename,cc,loc,ncc,ic
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\OAuthBearerSaslClientCallbackHandlerTest.java,1,24,0,160.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\OAuthBearerTokenCallbackTest.java,1,22,0,83.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\OAuthBearerTokenMock.java,1,3,0,25.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\OAuthBearerValidatorCallbackHandlerTest.java,2,23,0,137.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\OAuthBearerValidatorCallbackTest.java,1,22,0,83.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\OAuthBearerClientInitialResponseTest.java,1,8,0,126.25
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\OAuthBearerSaslClientTest.java,1,7,0,290.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\OAuthBearerSaslServerTest.java,4,16,0,351.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\expiring\ExpiringCredentialRefreshConfigTest.java,1,13,0,35.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\expiring\ExpiringCredentialRefreshingLoginTest.java,1,6,0,1833.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\secured\AccessTokenBuilder.java,1,3,0,227.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\secured\AccessTokenRetrieverFactoryTest.java,2,11,0,49.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\secured\AccessTokenValidatorFactoryTest.java,2,17,0,89.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\secured\AccessTokenValidatorTest.java,1,4,0,80.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\secured\BasicOAuthBearerTokenTest.java,1,12,0,101.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\secured\ClaimValidationUtilsTest.java,1,6,0,167.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\secured\ConfigurationUtilsTest.java,1,3,0,113.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\secured\HttpAccessTokenRetrieverTest.java,1,6,0,290.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\secured\JaasOptionsUtilsTest.java,2,14,0,38.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\secured\LoginAccessTokenValidatorTest.java,1,3,0,5.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\secured\OAuthBearerTest.java,3,14,0,282.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\secured\RefreshingHttpsJwksTest.java,1,11,0,262.5
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\secured\RetryTest.java,1,19,0,173.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\secured\ValidatorAccessTokenValidatorTest.java,1,8,0,99.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\unsecured\OAuthBearerScopeUtilsTest.java,7,13,0,68.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\unsecured\OAuthBearerUnsecuredJwsTest.java,1,22,0,228.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\unsecured\OAuthBearerUnsecuredLoginCallbackHandlerTest.java,1,8,0,242.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\unsecured\OAuthBearerUnsecuredValidatorCallbackHandlerTest.java,3,10,0,240.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\oauthbearer\internals\unsecured\OAuthBearerValidationUtilsTest.java,9,25,0,708.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\plain\internals\PlainSaslServerTest.java,1,11,0,122.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\scram\internals\ScramCredentialUtilsTest.java,1,3,0,80.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\scram\internals\ScramFormatterTest.java,1,33,0,104.25
./kafka\clients\src\test\java\org\apache\kafka\common\security\scram\internals\ScramMessagesTest.java,1,3,0,505.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\scram\internals\ScramSaslServerTest.java,1,9,0,51.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\ssl\DefaultSslEngineFactoryTest.java,1,4,0,619.75
./kafka\clients\src\test\java\org\apache\kafka\common\security\ssl\SslFactoryTest.java,1,3,0,1069.5
./kafka\clients\src\test\java\org\apache\kafka\common\security\ssl\SslPrincipalMapperTest.java,1,10,0,162.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\ssl\Tls12SslFactoryTest.java,1,3,0,4.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\ssl\Tls13SslFactoryTest.java,1,3,0,4.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\ssl\mock\TestKeyManagerFactory.java,1,2,0,129.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\ssl\mock\TestPlainSaslServerProvider.java,1,3,0,8.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\ssl\mock\TestPlainSaslServerProviderCreator.java,2,6,0,13.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\ssl\mock\TestProvider.java,1,3,0,14.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\ssl\mock\TestProviderCreator.java,2,6,0,13.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\ssl\mock\TestScramSaslServerProvider.java,1,3,0,8.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\ssl\mock\TestScramSaslServerProviderCreator.java,2,6,0,13.0
./kafka\clients\src\test\java\org\apache\kafka\common\security\ssl\mock\TestTrustManagerFactory.java,1,2,0,61.0
./kafka\clients\src\test\java\org\apache\kafka\common\serialization\ListDeserializerTest.java,1,8,0,381.0
./kafka\clients\src\test\java\org\apache\kafka\common\serialization\ListSerializerTest.java,1,7,0,190.0
./kafka\clients\src\test\java\org\apache\kafka\common\serialization\SerializationTest.java,1,18,0,742.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\AbstractIteratorTest.java,3,14,0,70.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\AppInfoParserTest.java,1,4,0,59.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\ByteBufferInputStreamTest.java,1,19,0,51.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\ByteBufferOutputStreamTest.java,1,3,0,106.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\ByteBufferUnmapperTest.java,1,7,0,18.5
./kafka\clients\src\test\java\org\apache\kafka\common\utils\BytesTest.java,1,6,0,80.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\ByteUtilsTest.java,1,8,0,848.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\ChecksumsTest.java,1,5,0,86.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\ChunkedBytesStreamTest.java,1,8,0,455.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\CircularIteratorTest.java,1,3,0,51.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\CollectionUtilsTest.java,1,14,0,52.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\ConfigUtilsTest.java,1,30,0,238.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\Crc32CTest.java,2,14,0,35.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\ExitTest.java,1,16,0,125.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\ExponentialBackoffTest.java,4,20,0,78.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\FixedOrderMapTest.java,1,12,0,47.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\FlattenedIteratorTest.java,1,13,0,119.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\ImplicitLinkedHashCollectionTest.java,1,4,0,1105.5
./kafka\clients\src\test\java\org\apache\kafka\common\utils\ImplicitLinkedHashMultiCollectionTest.java,1,4,0,272.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\JavaTest.java,1,4,0,114.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\LogCaptureAppender.java,1,5,0,183.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\LoggingSignalHandlerTest.java,1,3,0,5.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\MappedIteratorTest.java,1,11,0,38.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\MockScheduler.java,1,4,0,199.5
./kafka\clients\src\test\java\org\apache\kafka\common\utils\MockTime.java,1,3,0,143.5
./kafka\clients\src\test\java\org\apache\kafka\common\utils\MockTimeTest.java,1,8,0,33.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\PrimitiveRefTest.java,1,7,0,26.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\SanitizerTest.java,1,6,0,89.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\SecurityUtilsTest.java,1,4,0,97.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\Serializer.java,1,7,0,37.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\ShellTest.java,1,4,0,43.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\SystemTimeTest.java,1,3,0,5.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\ThreadUtilsTest.java,1,4,0,123.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\TimerTest.java,1,23,0,176.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\TimeTest.java,2,18,0,97.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\UtilsTest.java,2,12,0,1473.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\annotation\ApiKeyVersionsProvider.java,1,3,0,9.0
./kafka\clients\src\test\java\org\apache\kafka\common\utils\annotation\ApiKeyVersionsSource.java,0,0,0,1.0
./kafka\clients\src\test\java\org\apache\kafka\server\policy\AlterConfigPolicyTest.java,1,17,0,39.0
./kafka\clients\src\test\java\org\apache\kafka\test\DelayedReceive.java,1,4,0,16.0
./kafka\clients\src\test\java\org\apache\kafka\test\IntegrationTest.java,0,0,0,0.0
./kafka\clients\src\test\java\org\apache\kafka\test\MetricsBench.java,3,26,0,89.0
./kafka\clients\src\test\java\org\apache\kafka\test\Microbenchmarks.java,10,114,0,412.0
./kafka\clients\src\test\java\org\apache\kafka\test\MockClusterResourceListener.java,1,4,0,13.0
./kafka\clients\src\test\java\org\apache\kafka\test\MockConsumerInterceptor.java,1,3,0,158.25
./kafka\clients\src\test\java\org\apache\kafka\test\MockDeserializer.java,1,6,0,49.0
./kafka\clients\src\test\java\org\apache\kafka\test\MockMetricsReporter.java,1,2,0,24.0
./kafka\clients\src\test\java\org\apache\kafka\test\MockPartitioner.java,1,3,0,26.0
./kafka\clients\src\test\java\org\apache\kafka\test\MockProducerInterceptor.java,1,3,0,132.0
./kafka\clients\src\test\java\org\apache\kafka\test\MockSelector.java,1,3,0,271.5
./kafka\clients\src\test\java\org\apache\kafka\test\MockSerializer.java,1,3,0,30.0
./kafka\clients\src\test\java\org\apache\kafka\test\NoRetryException.java,1,3,0,10.0
./kafka\clients\src\test\java\org\apache\kafka\test\TestCondition.java,0,0,0,1.0
./kafka\clients\src\test\java\org\apache\kafka\test\TestSslUtils.java,1,5,0,1305.0
./kafka\clients\src\test\java\org\apache\kafka\test\TestUtils.java,1,3,0,1062.0
./kafka\clients\src\test\java\org\apache\kafka\test\ValuelessCallable.java,0,0,0,1.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\components\package-info.java,0,0,0,0.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\components\Versioned.java,0,0,0,7.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\connector\Connector.java,1,3,0,126.25
./kafka\connect\api\src\main\java\org\apache\kafka\connect\connector\ConnectorContext.java,0,0,0,14.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\connector\ConnectRecord.java,1,6,0,256.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\connector\package-info.java,0,0,0,0.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\connector\Task.java,0,0,0,17.25
./kafka\connect\api\src\main\java\org\apache\kafka\connect\connector\policy\ConnectorClientConfigOverridePolicy.java,0,0,0,18.25
./kafka\connect\api\src\main\java\org\apache\kafka\connect\connector\policy\ConnectorClientConfigRequest.java,1,12,0,101.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\connector\policy\package-info.java,0,0,0,0.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\data\ConnectSchema.java,2,4,0,567.75
./kafka\connect\api\src\main\java\org\apache\kafka\connect\data\Date.java,1,5,0,69.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\data\Decimal.java,1,6,0,97.25
./kafka\connect\api\src\main\java\org\apache\kafka\connect\data\Field.java,1,5,0,82.25
./kafka\connect\api\src\main\java\org\apache\kafka\connect\data\package-info.java,0,0,0,0.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\data\Schema.java,1,3,0,291.5
./kafka\connect\api\src\main\java\org\apache\kafka\connect\data\SchemaAndValue.java,1,4,0,54.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\data\SchemaBuilder.java,3,8,0,486.75
./kafka\connect\api\src\main\java\org\apache\kafka\connect\data\SchemaProjector.java,2,5,0,410.75
./kafka\connect\api\src\main\java\org\apache\kafka\connect\data\Struct.java,2,6,0,334.5
./kafka\connect\api\src\main\java\org\apache\kafka\connect\data\Time.java,1,5,0,70.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\data\Timestamp.java,1,5,0,50.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\data\Values.java,1,3,0,3675.75
./kafka\connect\api\src\main\java\org\apache\kafka\connect\errors\AlreadyExistsException.java,1,3,0,12.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\errors\ConnectException.java,1,3,0,12.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\errors\DataException.java,1,3,0,12.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\errors\IllegalWorkerStateException.java,1,3,0,12.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\errors\NotFoundException.java,1,3,0,12.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\errors\package-info.java,0,0,0,0.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\errors\RetriableException.java,1,3,0,12.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\errors\SchemaBuilderException.java,1,3,0,12.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\errors\SchemaProjectorException.java,1,3,0,12.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\header\ConnectHeader.java,2,5,0,116.5
./kafka\connect\api\src\main\java\org\apache\kafka\connect\header\ConnectHeaders.java,1,2,0,1091.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\header\Header.java,0,0,0,38.75
./kafka\connect\api\src\main\java\org\apache\kafka\connect\header\Headers.java,0,0,0,295.75
./kafka\connect\api\src\main\java\org\apache\kafka\connect\header\package-info.java,0,0,0,0.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\health\AbstractState.java,3,11,0,91.5
./kafka\connect\api\src\main\java\org\apache\kafka\connect\health\ConnectClusterDetails.java,0,0,0,7.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\health\ConnectClusterState.java,1,3,0,46.5
./kafka\connect\api\src\main\java\org\apache\kafka\connect\health\ConnectorHealth.java,2,15,0,138.25
./kafka\connect\api\src\main\java\org\apache\kafka\connect\health\ConnectorState.java,1,3,0,29.5
./kafka\connect\api\src\main\java\org\apache\kafka\connect\health\ConnectorType.java,1,3,0,18.5
./kafka\connect\api\src\main\java\org\apache\kafka\connect\health\package-info.java,0,0,0,0.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\health\TaskState.java,1,4,0,73.75
./kafka\connect\api\src\main\java\org\apache\kafka\connect\rest\ConnectRestExtension.java,0,0,0,12.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\rest\ConnectRestExtensionContext.java,0,0,0,14.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\rest\package-info.java,0,0,0,0.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\sink\ErrantRecordReporter.java,0,0,0,28.25
./kafka\connect\api\src\main\java\org\apache\kafka\connect\sink\package-info.java,0,0,0,0.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\sink\SinkConnector.java,1,3,0,62.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\sink\SinkConnectorContext.java,0,0,0,0.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\sink\SinkRecord.java,1,3,0,291.75
./kafka\connect\api\src\main\java\org\apache\kafka\connect\sink\SinkTask.java,1,3,0,153.5
./kafka\connect\api\src\main\java\org\apache\kafka\connect\sink\SinkTaskContext.java,1,3,0,106.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\source\ConnectorTransactionBoundaries.java,0,0,0,9.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\source\ExactlyOnceSupport.java,0,0,0,9.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\source\package-info.java,0,0,0,0.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\source\SourceConnector.java,1,3,0,100.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\source\SourceConnectorContext.java,0,0,0,5.75
./kafka\connect\api\src\main\java\org\apache\kafka\connect\source\SourceRecord.java,1,4,0,188.5
./kafka\connect\api\src\main\java\org\apache\kafka\connect\source\SourceTask.java,1,4,0,197.25
./kafka\connect\api\src\main\java\org\apache\kafka\connect\source\SourceTaskContext.java,1,3,0,44.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\source\TransactionContext.java,0,0,0,45.5
./kafka\connect\api\src\main\java\org\apache\kafka\connect\storage\Converter.java,1,3,0,73.5
./kafka\connect\api\src\main\java\org\apache\kafka\connect\storage\ConverterConfig.java,1,5,0,43.75
./kafka\connect\api\src\main\java\org\apache\kafka\connect\storage\ConverterType.java,1,3,0,45.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\storage\HeaderConverter.java,0,0,0,26.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\storage\OffsetStorageReader.java,0,0,0,31.5
./kafka\connect\api\src\main\java\org\apache\kafka\connect\storage\package-info.java,0,0,0,0.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\storage\SimpleHeaderConverter.java,1,3,0,69.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\storage\StringConverter.java,1,2,0,91.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\storage\StringConverterConfig.java,1,3,0,34.5
./kafka\connect\api\src\main\java\org\apache\kafka\connect\transforms\package-info.java,0,0,0,0.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\transforms\Transformation.java,0,0,0,23.25
./kafka\connect\api\src\main\java\org\apache\kafka\connect\transforms\predicates\package-info.java,0,0,0,0.0
./kafka\connect\api\src\main\java\org\apache\kafka\connect\transforms\predicates\Predicate.java,0,0,0,17.25
./kafka\connect\api\src\main\java\org\apache\kafka\connect\util\ConnectorUtils.java,5,18,0,60.75
./kafka\connect\api\src\main\java\org\apache\kafka\connect\util\package-info.java,0,0,0,0.0
./kafka\connect\api\src\test\java\org\apache\kafka\connect\connector\ConnectorReconfigurationTest.java,1,6,0,96.0
./kafka\connect\api\src\test\java\org\apache\kafka\connect\connector\ConnectorTest.java,1,5,0,73.0
./kafka\connect\api\src\test\java\org\apache\kafka\connect\data\ConnectSchemaTest.java,1,12,0,484.0
./kafka\connect\api\src\test\java\org\apache\kafka\connect\data\DateTest.java,1,5,0,66.0
./kafka\connect\api\src\test\java\org\apache\kafka\connect\data\DecimalTest.java,1,6,0,42.0
./kafka\connect\api\src\test\java\org\apache\kafka\connect\data\FakeSchema.java,1,3,0,60.0
./kafka\connect\api\src\test\java\org\apache\kafka\connect\data\FieldTest.java,1,11,0,21.0
./kafka\connect\api\src\test\java\org\apache\kafka\connect\data\SchemaBuilderTest.java,1,9,0,504.0
./kafka\connect\api\src\test\java\org\apache\kafka\connect\data\SchemaProjectorTest.java,1,22,0,884.75
./kafka\connect\api\src\test\java\org\apache\kafka\connect\data\StructTest.java,1,22,0,685.0
./kafka\connect\api\src\test\java\org\apache\kafka\connect\data\TimestampTest.java,1,5,0,57.0
./kafka\connect\api\src\test\java\org\apache\kafka\connect\data\TimeTest.java,1,5,0,68.0
./kafka\connect\api\src\test\java\org\apache\kafka\connect\data\ValuesTest.java,1,7,0,1519.25
./kafka\connect\api\src\test\java\org\apache\kafka\connect\header\ConnectHeadersTest.java,1,5,0,773.75
./kafka\connect\api\src\test\java\org\apache\kafka\connect\header\ConnectHeaderTest.java,1,4,0,123.75
./kafka\connect\api\src\test\java\org\apache\kafka\connect\sink\SinkConnectorTest.java,1,3,0,204.0
./kafka\connect\api\src\test\java\org\apache\kafka\connect\sink\SinkRecordTest.java,1,4,0,220.0
./kafka\connect\api\src\test\java\org\apache\kafka\connect\source\SourceConnectorTest.java,1,3,0,213.0
./kafka\connect\api\src\test\java\org\apache\kafka\connect\source\SourceRecordTest.java,1,4,0,170.0
./kafka\connect\api\src\test\java\org\apache\kafka\connect\storage\ConverterTypeTest.java,2,5,0,10.0
./kafka\connect\api\src\test\java\org\apache\kafka\connect\storage\SimpleHeaderConverterTest.java,1,3,0,273.0
./kafka\connect\api\src\test\java\org\apache\kafka\connect\storage\StringConverterTest.java,1,3,0,81.0
./kafka\connect\api\src\test\java\org\apache\kafka\connect\util\ConnectorUtilsTest.java,1,24,0,80.0
./kafka\connect\basic-auth-extension\src\main\java\org\apache\kafka\connect\rest\basic\auth\extension\BasicAuthSecurityRestExtension.java,2,10,0,68.0
./kafka\connect\basic-auth-extension\src\main\java\org\apache\kafka\connect\rest\basic\auth\extension\JaasBasicAuthFilter.java,1,4,0,412.0
./kafka\connect\basic-auth-extension\src\main\java\org\apache\kafka\connect\rest\basic\auth\extension\PropertyFileLoginModule.java,5,28,0,229.0
./kafka\connect\basic-auth-extension\src\test\java\org\apache\kafka\connect\rest\basic\auth\extension\BasicAuthSecurityRestExtensionTest.java,1,3,0,97.0
./kafka\connect\basic-auth-extension\src\test\java\org\apache\kafka\connect\rest\basic\auth\extension\JaasBasicAuthFilterTest.java,1,8,0,308.0
./kafka\connect\file\src\main\java\org\apache\kafka\connect\file\FileStreamSinkConnector.java,1,3,0,62.0
./kafka\connect\file\src\main\java\org\apache\kafka\connect\file\FileStreamSinkTask.java,1,2,0,97.0
./kafka\connect\file\src\main\java\org\apache\kafka\connect\file\FileStreamSourceConnector.java,1,3,0,197.0
./kafka\connect\file\src\main\java\org\apache\kafka\connect\file\FileStreamSourceTask.java,1,3,0,621.0
./kafka\connect\file\src\test\java\org\apache\kafka\connect\file\FileStreamSinkConnectorTest.java,1,8,0,90.0
./kafka\connect\file\src\test\java\org\apache\kafka\connect\file\FileStreamSinkTaskTest.java,1,6,0,136.0
./kafka\connect\file\src\test\java\org\apache\kafka\connect\file\FileStreamSourceConnectorTest.java,1,8,0,316.0
./kafka\connect\file\src\test\java\org\apache\kafka\connect\file\FileStreamSourceTaskTest.java,1,11,0,283.0
./kafka\connect\json\src\main\java\org\apache\kafka\connect\json\DecimalFormat.java,0,0,0,11.5
./kafka\connect\json\src\main\java\org\apache\kafka\connect\json\JsonConverter.java,1,12,0,1984.25
./kafka\connect\json\src\main\java\org\apache\kafka\connect\json\JsonConverterConfig.java,1,3,0,141.75
./kafka\connect\json\src\main\java\org\apache\kafka\connect\json\JsonDeserializer.java,1,3,0,54.0
./kafka\connect\json\src\main\java\org\apache\kafka\connect\json\JsonSchema.java,1,6,0,68.0
./kafka\connect\json\src\main\java\org\apache\kafka\connect\json\JsonSerializer.java,1,3,0,48.0
./kafka\connect\json\src\test\java\org\apache\kafka\connect\json\JsonConverterConfigTest.java,1,7,0,13.0
./kafka\connect\json\src\test\java\org\apache\kafka\connect\json\JsonConverterTest.java,1,3,0,1525.25
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\ConfigPropertyFilter.java,1,3,0,32.5
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\DefaultConfigPropertyFilter.java,1,5,0,244.75
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\DefaultGroupFilter.java,1,5,0,129.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\DefaultTopicFilter.java,1,5,0,130.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\GroupFilter.java,1,2,0,9.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\MirrorCheckpointConfig.java,1,5,0,673.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\MirrorCheckpointConnector.java,1,2,0,355.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\MirrorCheckpointMetrics.java,1,9,0,113.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\MirrorCheckpointTask.java,1,1,0,771.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\MirrorCheckpointTaskConfig.java,1,3,0,83.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\MirrorConnectorConfig.java,1,4,0,555.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\MirrorHeartbeatConfig.java,1,3,0,135.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\MirrorHeartbeatConnector.java,1,2,0,137.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\MirrorHeartbeatTask.java,1,8,0,76.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\MirrorMaker.java,5,29,0,624.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\MirrorMakerConfig.java,1,5,0,526.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\MirrorSourceConfig.java,1,5,0,961.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\MirrorSourceConnector.java,1,2,0,1365.75
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\MirrorSourceMetrics.java,2,53,0,277.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\MirrorSourceTask.java,1,1,0,616.5
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\MirrorSourceTaskConfig.java,1,3,0,73.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\MirrorUtils.java,1,1,0,603.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\OffsetSync.java,1,5,0,117.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\OffsetSyncStore.java,2,18,0,695.5
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\Scheduler.java,1,4,0,150.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\TopicFilter.java,1,2,0,9.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\formatters\CheckpointFormatter.java,1,3,0,5.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\formatters\HeartbeatFormatter.java,1,3,0,5.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\formatters\OffsetSyncFormatter.java,1,3,0,5.0
./kafka\connect\mirror\src\main\java\org\apache\kafka\connect\mirror\rest\MirrorRestServer.java,1,4,0,30.0
